,player,team,position,batting_average,obp,slugging_percentage,ops,games_played,at_bats,runs,hits,doubles,triples,homeruns,rbi,hit_by_pitch,walks,strikeouts,stolen_bases,caught_stealing,all_american
213,Briana Marcelino,Connecticut,,0.362,0.44,0.596,1.036,56,188,47,68,13,2,9,42,2,26,32,39,0,False
214,Jasmine Hall,James Madison,,0.362,0.434,0.67,1.104,35,94,28,34,6,1,7,19,2,10,15,1,0,False
215,Jada Cody,UCF,,0.361,0.439,0.701,1.14,63,194,48,70,15,3,15,75,3,27,26,7,2,False
216,Allee Bunker,Oregon,,0.361,0.391,0.594,0.985,52,180,36,65,10,1,10,41,0,10,7,12,3,False
217,Kalita Dennis,Howard,,0.361,0.411,0.646,1.057,54,158,40,57,9,3,10,48,0,15,16,11,4,False
218,Mya Stevenson,Marshall,,0.361,0.44,0.806,1.246,53,155,41,56,12,0,19,55,6,18,23,8,2,True
219,Gracie Osbron,Murray State,,0.361,0.446,0.645,1.091,58,166,38,60,16,2,9,1,5,21,0,0,0,False
220,Mariah Mazon,Oregon State,,0.36,0.438,0.772,1.21,46,114,31,41,9,1,12,0,4,12,0,0,0,True
221,Camille Navarro,Howard,,0.36,0.433,0.543,0.976,55,175,52,63,15,7,1,23,7,17,2,16,3,False
222,Hannah Burnett,Grand Canyon,,0.36,0.417,0.404,0.821,53,114,24,41,3,1,0,9,2,10,15,21,3,False
223,Emma Kauf,Georgia Tech,,0.36,0.422,0.599,1.021,56,197,37,71,25,2,6,37,2,19,17,2,1,False
224,Kaitlyn Tucker,Presbyterian,,0.36,0.45,0.426,0.876,51,136,38,49,7,1,0,0,3,29,0,0,0,False
225,Ariana Martinez,UNLV,,0.36,0.436,0.588,1.024,49,114,15,41,3,1,7,47,4,13,26,0,0,False
226,Izzy Pacho,Arizona,,0.36,0.425,0.629,1.054,61,178,24,64,13,1,11,37,2,19,35,1,0,False
227,Carly Eldredge,Dixie State,,0.359,0.401,0.387,0.788,47,142,28,51,4,0,0,15,3,7,17,4,0,False
228,Katy Schaefer,Tarleton,,0.359,0.413,0.607,1.02,45,145,18,52,9,0,9,49,4,10,9,0,0,False
229,Jacque Harrington,Providence,,0.359,0.452,0.69,1.142,44,142,29,51,11,0,12,29,1,23,12,0,0,False
230,Jessie Niegocki,Rider,,0.359,0.419,0.391,0.81,54,184,34,66,6,0,0,16,3,16,22,0,0,False
231,Christie McGee-Ross,Canisius,,0.359,0.401,0.423,0.824,47,156,28,56,6,2,0,21,0,11,37,23,5,False
232,Koko Wooley,Texas A&M,,0.359,0.398,0.473,0.871,58,184,45,66,9,6,0,15,2,10,33,26,2,False
233,Hanna Garber,Delaware,,0.359,0.453,0.647,1.1,45,153,48,55,10,5,8,27,1,26,14,16,3,False
234,Layna Johnson,Presbyterian,,0.359,0.403,0.534,0.937,47,131,30,47,8,0,5,0,1,10,0,0,0,False
235,Lewa Day,Sacramento State,,0.359,0.471,0.724,1.195,54,156,40,56,9,0,16,0,3,30,0,0,0,False
236,Isabella Pardo,Siena,,0.358,0.394,0.389,0.783,55,193,38,69,4,1,0,10,1,12,12,6,2,False
237,Emily Cimino,Lehigh,,0.358,0.39,0.564,0.954,50,165,29,59,14,4,4,33,1,9,13,0,1,False
238,Cassidy Triska,Fairleigh Dickinson,,0.358,0.409,0.723,1.132,48,159,41,57,11,1,15,36,4,11,20,12,1,False
239,Kaley Mudge,Florida State,,0.358,0.423,0.511,0.934,54,176,44,63,9,3,4,4,0,20,0,0,0,False
240,Jasmine Sofowora,Loyola Marymount,,0.358,0.4,0.621,1.021,41,95,22,34,10,0,5,28,1,7,24,8,1,False
241,Haylee Kela,UC Riverside,,0.358,0.408,0.547,0.955,48,159,26,57,11,2,5,36,1,13,24,6,0,False
242,Chelsea Manto,Hofstra,,0.358,0.387,0.409,0.796,48,176,30,63,3,3,0,11,0,9,28,21,4,False
243,Alyssa Daniell,Loyola Marymount,,0.357,0.394,0.587,0.981,54,143,31,51,10,1,7,28,3,7,12,2,0,False
244,Sara Jubas,North Carolina,,0.357,0.471,0.543,1.014,50,140,32,50,17,0,3,37,7,24,8,4,1,False
245,Morgan Petty,Albany,,0.357,0.394,0.651,1.045,42,129,30,46,12,1,8,40,2,8,26,14,1,False
246,Stormy Kotzelnick,Louisiana,,0.356,0.419,0.644,1.063,59,194,47,69,14,6,10,51,5,19,27,22,3,False
247,Brylee Hage,Western Kentucky,,0.356,0.42,0.5,0.92,51,160,37,57,12,4,1,19,1,18,19,17,1,False
248,Arissa Henderson,Weber State,,0.356,0.472,0.713,1.185,43,87,16,31,4,0,9,29,2,17,16,0,0,False
249,Denae Chatman,Grand Canyon,,0.356,0.429,0.632,1.061,55,163,32,58,3,0,14,51,2,22,18,1,0,False
250,April Visser,UNLV,,0.355,0.491,0.687,1.178,58,166,51,59,8,1,15,48,13,34,34,6,1,False
251,Crislyne Moreno,McNeese,,0.355,0.436,0.511,0.947,52,141,25,50,11,1,3,40,4,18,32,15,2,False
252,Serena Starks,Princeton,,0.355,0.374,0.434,0.808,46,152,27,54,9,0,1,1,1,6,0,0,0,False
253,Kayla Konwent,Wisconsin,,0.355,0.513,0.638,1.151,50,141,21,50,10,0,10,32,8,38,24,2,0,False
254,Devyn Flaherty,Florida State,,0.355,0.412,0.538,0.95,61,186,45,66,12,2,6,3,3,15,0,0,0,False
255,Maddie Amos,Cal Poly,,0.355,0.406,0.579,0.985,48,152,28,54,11,1,7,0,1,14,0,0,0,False
256,Bri Stubbs,North Carolina,,0.355,0.477,0.461,0.938,51,141,38,50,10,1,1,14,4,30,35,8,1,False
257,Jamie White,Omaha,,0.355,0.497,0.661,1.158,46,124,24,44,11,0,9,36,12,24,23,1,0,False
258,Taylon Snow,Oklahoma,,0.355,0.427,0.532,0.959,58,124,35,44,8,1,4,1,3,14,0,0,0,False
259,Emily Valtman,Drake,,0.354,0.406,0.64,1.046,49,161,35,57,10,0,12,37,0,14,16,3,1,False
260,Janyssa Martin,UNLV,,0.354,0.505,0.695,1.2,45,82,29,29,5,1,7,23,2,24,22,1,0,False
261,Katie Kistler,Florida,,0.354,0.426,0.41,0.836,65,161,33,57,4,1,1,24,6,15,16,11,4,False
262,Paige Rivas,Winthrop,,0.354,0.416,0.391,0.807,54,161,28,57,0,3,0,13,1,16,32,25,5,False
263,Jenna Wildeman,Central Arkansas,,0.354,0.448,0.381,0.829,58,189,55,67,1,2,0,7,0,32,39,40,9,False
264,Katie Falotico,Albany,,0.354,0.401,0.638,1.039,42,127,16,45,16,4,4,36,3,9,25,4,3,False
265,Autumn Owen,Marshall,,0.354,0.421,0.597,1.018,51,144,36,51,11,0,8,23,0,18,29,7,1,False
266,Lexi Orozco,Utah State,,0.354,0.471,0.687,1.158,55,147,30,52,13,0,12,46,2,36,34,2,0,False
267,Hailey Smith,Colorado State,,0.354,0.365,0.549,0.914,46,144,21,51,15,2,3,40,1,6,30,2,0,False
268,Kelly Horne,Troy,,0.353,0.53,0.729,1.259,52,133,40,47,6,1,14,28,6,44,20,0,0,False
269,Carly Lucchetti,Pacific,,0.353,0.372,0.453,0.825,46,150,21,53,6,3,1,13,0,5,17,12,2,False
270,Kaylee Anderson,Southeast Missouri State,,0.353,0.415,0.634,1.049,54,153,37,54,8,1,11,0,2,17,0,0,0,False
271,Meredith Slaw,Virginia Tech,,0.353,0.384,0.621,1.005,46,116,10,41,4,0,9,41,3,4,9,0,0,False
272,Rachel Lewis,Northwestern,,0.353,0.495,0.832,1.327,58,167,67,59,7,2,23,62,5,45,34,26,3,True
273,Ellie Mataya,Boston College,,0.353,0.416,0.497,0.913,47,153,23,54,11,4,1,13,2,16,22,11,3,False
274,Shyanne Sheffield,Tennessee-Martin,,0.353,0.422,0.471,0.893,48,136,41,48,5,1,3,28,1,16,27,8,0,False
275,Presley Jantzi,Montana,,0.353,0.405,0.496,0.901,42,119,21,42,11,0,2,17,1,10,17,0,0,False
276,Nora Conway,Wagner,,0.352,0.368,0.492,0.86,45,122,15,43,6,4,1,14,1,2,15,2,1,False
277,Kristin Fifield,Grand Canyon,,0.352,0.399,0.673,1.072,55,162,33,57,4,3,14,55,3,13,32,7,1,False
278,Savannah Behabetz,Incarnate Word,,0.352,0.385,0.389,0.774,42,108,21,38,2,1,0,9,0,7,16,7,2,False
279,Rachel Crabtree,Duke,,0.352,0.446,0.628,1.074,55,145,33,51,8,1,10,40,12,15,26,1,1,False
280,Jordan Nastos,Hartford,,0.352,0.381,0.462,0.843,40,91,13,32,10,0,0,4,0,5,10,8,3,False
281,Madison Jones,Oakland,,0.351,0.395,0.642,1.037,43,151,40,53,10,2,10,25,4,7,8,7,1,False
282,Cameron Fagan,Virginia Tech,,0.351,0.418,0.497,0.915,55,185,42,65,5,2,6,27,0,22,16,3,2,False
283,Emme Olson,Illinois State,,0.351,0.448,0.565,1.013,52,154,20,54,16,1,5,1,3,24,0,0,0,False
284,Adrienne Chang,Princeton,,0.351,0.415,0.523,0.938,38,111,6,39,8,1,3,1,0,12,0,0,0,False
285,Gabbie Kowalik,Saint Louis,,0.35,0.422,0.606,1.028,51,160,43,56,9,4,8,31,12,10,18,20,4,False
286,Laura Mealer,Middle Tennessee,,0.35,0.427,0.607,1.034,53,163,34,57,8,2,10,28,2,20,25,9,1,False
287,Janel Gamache,UNC Wilmington,,0.35,0.451,0.667,1.118,41,117,24,41,10,3,7,0,7,16,0,0,0,False
288,Billie McFadyen,Dartmouth,,0.35,0.408,0.533,0.941,44,137,22,48,5,4,4,25,1,13,10,8,1,False
289,Sona Halajian,California,,0.35,0.429,0.637,1.066,55,157,27,55,6,0,13,43,3,21,30,5,1,False
290,Ally Shipman,Alabama,,0.35,0.429,0.571,1.0,56,163,40,57,12,0,8,46,10,14,12,5,0,False
291,Sophie Piskos,Louisiana,,0.349,0.408,0.611,1.019,50,149,27,52,13,1,8,31,4,13,15,7,0,False
292,Araceli Pesqueira,Gardner-Webb,,0.349,0.444,0.457,0.901,44,129,13,45,12,1,0,14,6,16,17,1,3,False
293,Lou Allan,Liberty,,0.349,0.431,0.529,0.96,62,189,21,66,10,0,8,2,4,23,0,0,0,False
294,Kelly Torres,Duke,,0.349,0.481,0.53,1.011,44,83,20,29,6,0,3,18,7,15,8,1,1,False
295,Martha Epenesa,BYU,,0.349,0.463,0.612,1.075,52,152,46,53,13,0,9,0,9,26,0,0,0,False
296,Reagan Armour,Chattanooga,,0.349,0.371,0.698,1.069,47,126,27,44,9,1,11,34,0,5,25,0,1,False
297,Laney Credeur,Louisiana,,0.348,0.464,0.598,1.062,50,92,13,32,5,0,6,23,0,20,17,0,0,False
298,Skyler Shellmyer,Northwestern,,0.348,0.418,0.408,0.826,58,201,58,70,9,0,1,8,1,23,30,22,4,False
299,Dayna Denner,Toledo,,0.348,0.477,0.66,1.137,49,141,31,49,12,1,10,34,8,27,33,1,0,False
300,Niki Carver,Ohio State,,0.348,0.477,0.652,1.129,53,132,32,46,5,1,11,0,23,13,0,0,0,False
301,Taylor Sanders,Western Kentucky,,0.347,0.427,0.66,1.087,50,144,35,50,12,0,11,54,4,19,28,5,1,False
302,Abby Smith,Georgetown,,0.347,0.468,0.683,1.151,37,101,11,35,4,0,10,28,2,21,8,0,0,False
303,Kara Canetto,Liberty,,0.347,0.39,0.468,0.858,62,190,40,66,11,3,2,0,6,10,0,0,0,False
304,Madi Moore,North Dakota,,0.347,0.368,0.365,0.733,53,167,15,58,1,1,0,7,0,6,28,8,5,False
305,Natalie DenHartog,Minnesota,,0.347,0.429,0.734,1.163,54,173,51,60,8,1,19,1,5,20,0,0,0,False
306,Lauren Almeida,Dixie State,,0.346,0.434,0.537,0.971,51,136,26,47,8,0,6,30,4,18,21,1,1,False
307,Chelie Senini,Nevada,,0.346,0.392,0.413,0.805,51,179,46,62,3,3,1,12,0,14,14,48,3,False
308,Jaelynn Chesson,Lehigh,,0.346,0.397,0.679,1.076,50,156,30,54,7,0,15,48,2,13,26,0,0,False
309,Sadie Wise,Saint Louis,,0.346,0.436,0.529,0.965,51,153,25,53,14,1,4,31,0,25,39,4,0,False
310,Jadin Justman,Green Bay,,0.346,0.411,0.571,0.982,49,133,24,46,9,0,7,34,0,16,11,8,0,False
311,Frankie Tago,Idaho State,,0.346,0.425,0.509,0.934,52,159,28,55,9,1,5,2,1,23,0,0,0,False
312,Rian Dirmeyer,Pacific,,0.345,0.378,0.595,0.973,46,148,27,51,6,2,9,25,3,5,18,4,1,False
313,Kendall Talley,McNeese,,0.345,0.42,0.506,0.926,60,174,53,60,13,3,3,29,5,19,14,21,5,False
314,Olivia Bruno,Kansas,,0.345,0.426,0.662,1.088,54,148,28,51,9,1,12,0,1,20,0,0,0,False
315,Mae Forshey,Georgetown,,0.345,0.4,0.648,1.048,43,142,26,49,14,1,9,26,6,7,11,1,0,False
316,Grace Saad,Sacred Heart,,0.345,0.39,0.563,0.953,48,142,23,49,8,1,7,0,2,9,0,0,0,False
317,Lauren Rende,Manhattan,,0.345,0.401,0.439,0.84,44,139,26,48,8,1,1,0,1,12,0,0,0,False
318,Lauryn Garewal,UC Riverside,,0.345,0.448,0.493,0.941,49,142,34,49,11,2,2,24,5,27,14,9,2,False
319,Lilly Bishop,Charleston Southern,,0.344,0.388,0.453,0.841,44,128,11,44,8,0,2,23,5,5,12,0,0,False
320,Jordan Hinkle,Saint Joseph's,,0.344,0.361,0.417,0.778,46,163,24,56,3,0,3,24,2,3,14,22,4,False
321,Emily Johansen,Portland State,,0.344,0.482,0.641,1.123,46,128,36,44,9,1,9,38,8,29,17,3,1,False
322,Mia Ewell,Morgan State,,0.344,0.398,0.519,0.917,46,154,35,53,10,7,1,26,7,8,16,25,7,False
323,Yvonne Whaley,Pittsburgh,,0.344,0.387,0.42,0.807,41,131,21,45,4,0,2,5,0,10,11,8,2,False
324,Audrey Greely,Southeastern Louisiana,,0.344,0.433,0.508,0.941,51,122,32,42,10,2,2,23,4,15,30,10,4,False
325,Miranda Elish,Oklahoma State,,0.344,0.46,0.59,1.05,55,122,19,42,9,0,7,31,1,26,21,0,1,True
326,Brooke Pfefferle,Austin Peay,,0.343,0.402,0.503,0.905,53,169,29,58,10,1,5,34,5,13,6,2,0,False
327,Kinsley Washington,UCLA,,0.343,0.419,0.533,0.952,55,169,51,58,11,3,5,2,6,16,0,0,0,False
328,Aleesia Sainz,South Dakota,,0.343,0.48,0.686,1.166,53,137,37,47,12,1,11,43,4,34,26,6,0,False
329,Karly Keating,UMBC,,0.342,0.391,0.504,0.895,38,117,21,40,5,1,4,10,2,8,18,2,2,False
330,Morgan Melito,Harvard,,0.342,0.462,0.526,0.988,42,114,22,39,5,2,4,26,3,24,28,6,1,False
331,Lyric Moore,Kansas,,0.342,0.383,0.523,0.906,53,155,28,53,13,3,3,0,4,7,0,0,0,False
332,Lauren Keleher,Boston University,,0.342,0.461,0.493,0.954,57,152,34,52,14,3,1,25,1,36,16,8,1,False
333,Savannah Pola,UCLA,,0.342,0.428,0.544,0.972,58,158,31,54,15,1,5,2,1,25,0,0,0,False
334,Ashley York,Colorado State,,0.342,0.359,0.484,0.843,46,161,39,55,8,6,1,31,0,5,19,16,2,False
335,Julia Garcia,UMES,,0.342,0.398,0.576,0.974,51,158,26,54,16,0,7,40,1,15,21,6,1,False
336,Alyssa Grupp,Marist,,0.342,0.403,0.475,0.878,45,120,20,41,9,2,1,15,3,10,8,10,0,False
337,Alexis Johns,South Florida,,0.341,0.434,0.405,0.839,60,173,55,59,3,4,0,18,0,30,16,59,2,False
338,Mia Trejo,UNLV,,0.341,0.455,0.612,1.067,58,170,32,58,11,1,11,55,9,29,21,0,0,False
339,Morgan Overaitis,Virginia Tech,,0.341,0.438,0.61,1.048,46,82,14,28,6,2,4,20,0,14,11,1,1,False
340,Taylor Ellsworth,Arkansas,,0.341,0.46,0.665,1.125,59,173,51,59,14,0,14,0,10,30,0,0,0,False
341,Hermariya Mari Stephens,Jackson State,,0.341,0.415,0.493,0.908,50,138,28,47,6,3,3,29,1,18,31,24,2,False
342,Lealani Ricks,Howard,,0.341,0.422,0.395,0.817,49,129,44,44,3,2,0,13,0,18,15,9,2,False
343,Meleah Hargett,North Alabama,,0.341,0.411,0.471,0.882,60,170,41,58,10,0,4,31,4,17,23,5,2,False
344,Hannah Lindsay,New Mexico State,,0.341,0.348,0.626,0.974,40,91,12,31,2,0,8,21,1,0,16,0,1,False
345,Kaitlyn Kelley,Tennessee-Martin,,0.341,0.374,0.5,0.874,53,176,36,60,7,0,7,42,2,11,19,1,0,False
346,Mary Kate Brown,Central Arkansas,,0.341,0.397,0.465,0.862,58,185,29,63,11,0,4,54,0,20,22,2,0,False
347,Caroline Jacobsen,Duke,,0.341,0.434,0.715,1.149,53,123,37,42,8,1,12,33,0,21,22,2,1,False
348,Mackenzie Brasher,South Alabama,,0.341,0.373,0.348,0.721,46,135,30,46,1,0,0,0,0,10,0,0,0,False
349,Shea Walsh,Marist,,0.341,0.41,0.489,0.899,55,182,45,62,13,1,4,18,9,13,13,12,3,False
350,Katelyn Mangrello,California Baptist,,0.341,0.383,0.5,0.883,51,138,10,47,14,1,2,30,1,9,12,0,1,False
351,Taylor Gindlesperger,Stanford,,0.341,0.377,0.481,0.858,56,185,33,63,11,6,1,25,1,11,20,14,3,False
352,Brooke Benson,Indiana,,0.341,0.393,0.587,0.98,49,126,25,43,8,1,7,0,7,5,0,0,0,False
353,Ali Weekley,Dayton,,0.341,0.418,0.376,0.794,40,85,12,29,0,0,1,10,8,4,11,0,0,False
354,Joley Mitchell,Notre Dame,,0.34,0.414,0.592,1.006,47,103,23,35,9,1,5,2,0,13,0,0,0,False
355,Jessica Mott,Holy Cross,,0.34,0.398,0.463,0.861,50,162,23,55,14,0,2,19,2,15,26,1,0,False
356,Iyanla De Jesus,Coastal Carolina,,0.34,0.39,0.592,0.982,49,147,14,50,10,0,9,33,0,14,17,0,0,False
357,Lacey Fincher,Georgia,,0.34,0.472,0.776,1.248,60,156,45,53,7,2,19,51,6,35,31,2,0,True
358,Lauren Espalin,Minnesota,,0.34,0.428,0.531,0.959,54,162,38,55,13,0,6,0,3,25,0,0,0,False
359,Taylor Adams,San Diego State,,0.339,0.42,0.524,0.944,48,124,23,42,6,1,5,23,2,16,16,8,2,False
360,Jen Horita,Boston University,,0.339,0.379,0.411,0.79,57,192,41,65,8,3,0,31,0,13,19,10,2,False
361,Rooney Olivia,Cornell,,0.339,0.377,0.464,0.841,36,112,14,38,8,0,2,20,1,7,16,0,0,False
362,Tori Meyer,DePaul,,0.339,0.391,0.539,0.93,53,165,35,56,12,3,5,0,6,8,0,0,0,False
363,Maya Brady,UCLA,,0.339,0.41,0.672,1.082,61,177,53,60,12,1,15,1,1,21,0,0,0,False
364,Kylie Griffin,Central Arkansas,,0.339,0.369,0.387,0.756,58,168,21,57,4,2,0,9,1,7,17,5,4,False
365,Lyndi Rae Davis,Georgia,,0.339,0.431,0.483,0.914,48,118,15,40,11,0,2,27,1,18,25,0,0,False
366,Isabel Lavrov,UC San Diego,,0.339,0.405,0.536,0.941,56,168,36,57,13,1,6,35,2,18,19,15,6,False
367,Alynah Torres,Arizona State,,0.339,0.411,0.707,1.118,54,174,40,59,14,1,16,2,5,17,0,0,0,False
368,Kylie Campbell,Austin Peay,,0.338,0.402,0.444,0.846,53,151,14,51,7,0,3,28,0,17,10,1,0,False
369,Jocelyn Ulrich,Siena,,0.338,0.432,0.535,0.967,55,157,37,53,14,1,5,30,1,26,13,0,0,False
370,India Wells,Grambling,,0.338,0.382,0.359,0.741,47,145,26,49,3,0,0,21,2,9,9,23,6,False
371,Jenna Laird,Missouri,,0.338,0.395,0.5,0.895,60,198,44,67,11,3,5,20,5,15,26,22,3,False
372,Michaleigh Vallimont,Central Michigan,,0.338,0.387,0.45,0.837,51,160,19,54,8,2,2,21,3,10,25,3,0,False
373,Carlee McCondichie,Auburn,,0.338,0.372,0.5,0.872,57,136,32,46,6,2,4,21,1,7,17,8,2,False
374,Mikaela Thomson,Utah Valley,,0.338,0.422,0.643,1.065,51,157,29,53,12,0,12,50,3,22,46,1,1,False
375,Megan Gillooley,Manhattan,,0.338,0.368,0.6,0.968,39,80,17,27,6,3,3,0,0,5,0,0,0,False
376,Lexie Blair,Michigan,,0.338,0.403,0.493,0.896,47,136,22,46,12,0,3,24,3,13,16,10,1,False
377,Jazmine Dodd,Alabama State,,0.338,0.415,0.419,0.834,52,148,30,50,7,1,1,26,1,20,16,13,3,False
378,Hannah Cravens,Eastern Illinois,,0.337,0.438,0.68,1.118,55,169,40,57,19,0,13,4,1,30,0,0,0,False
379,Alyssa Graham,San Jose State,,0.337,0.429,0.562,0.991,51,169,36,57,11,3,7,26,0,27,20,6,0,False
380,Lexie Webb,Sacramento State,,0.337,0.407,0.669,1.076,55,169,27,57,6,1,16,0,2,18,0,0,0,False
381,Shannon Glover,North Florida,,0.337,0.359,0.533,0.892,59,184,37,62,7,1,9,38,3,5,16,4,0,False
382,Denise Armendariz,UNLV,,0.337,0.374,0.547,0.921,58,181,29,61,5,0,11,47,1,11,32,1,0,False
383,Angelica Cano,Idaho State,,0.337,0.427,0.65,1.077,52,163,48,55,13,1,12,3,10,17,0,0,0,False
384,Rebeca Laudino,Mercer,,0.337,0.376,0.376,0.752,54,178,34,60,4,0,1,23,4,7,20,17,3,False
385,Laura Lockard,Dixie State,,0.336,0.385,0.486,0.871,51,146,14,49,7,0,5,28,3,10,10,0,0,False
386,Neli Casares-Maher,Syracuse,,0.336,0.409,0.664,1.073,47,146,37,49,9,0,13,38,3,15,19,5,0,False
387,Charli Warren,Fairfield,,0.336,0.4,0.36,0.76,45,125,26,42,3,0,0,14,0,14,18,18,2,False
388,Alex Echazarreta,Purdue,,0.336,0.449,0.578,1.027,46,128,20,43,10,0,7,31,2,25,19,0,0,False
389,Peyton Robinson,New Mexico,,0.336,0.388,0.378,0.766,53,143,36,48,2,2,0,0,1,17,0,0,0,False
390,Sarah Reisler,Merrimack,,0.336,0.428,0.37,0.798,42,119,27,40,4,0,0,9,2,17,21,8,4,False
391,Allison Yoder,South Dakota State,,0.336,0.427,0.542,0.969,45,107,17,36,9,2,3,22,1,16,18,1,3,False
392,Sammi Miller,Eastern Kentucky,,0.336,0.481,0.429,0.91,49,140,28,47,5,1,2,1,10,30,0,0,0,False
393,Payton Jackson,Texas Tech,,0.336,0.434,0.598,1.032,46,122,32,41,11,3,5,21,0,22,31,2,0,False
394,Marissa Chavez,BYU,,0.336,0.406,0.514,0.92,52,140,40,47,11,1,4,2,1,19,0,0,0,False
395,Lauren Bernett,James Madison,,0.336,0.397,0.645,1.042,41,107,18,36,6,0,9,33,5,7,14,1,1,False
396,Mary Iakopo,Texas,,0.335,0.424,0.597,1.021,67,191,40,64,15,1,11,58,7,27,18,2,1,False
397,Ciara Trahan,Texas State,,0.335,0.389,0.379,0.768,56,182,35,61,2,3,0,27,2,14,27,14,2,False
398,Kinsey Koeltzow,Grand Canyon,,0.335,0.38,0.569,0.949,55,167,34,56,16,1,7,28,2,10,22,1,0,False
399,Dez Cardenas,North Dakota State,,0.335,0.408,0.461,0.869,53,167,29,56,14,2,1,30,3,19,27,7,3,False
400,Janae Lyles,Hampton,,0.335,0.371,0.535,0.906,52,155,19,52,11,1,6,27,1,9,12,1,0,False
401,Ashley Michelena,Colorado State,,0.335,0.374,0.391,0.765,46,161,25,54,5,2,0,4,0,10,17,8,1,False
402,Katelynn Carwile,Oklahoma State,,0.335,0.395,0.553,0.948,59,161,31,54,14,0,7,33,7,9,25,3,1,False
403,Jazmine Hill,Arizona State,,0.335,0.412,0.665,1.077,54,170,44,57,7,2,15,3,4,19,0,0,0,False
404,Melissa Mayeux,Louisiana,,0.333,0.393,0.605,0.998,56,147,39,49,13,3,7,30,1,14,13,0,1,False
405,Cori Henderson,Charlotte,,0.333,0.384,0.573,0.957,54,171,31,57,11,0,10,32,9,7,29,6,3,False
406,Raleigh Lewis,Charleston Southern,,0.333,0.409,0.568,0.977,46,132,16,44,10,0,7,31,4,13,22,0,0,False
407,Cheyenne Lindsey,Florida,,0.333,0.366,0.493,0.859,68,207,40,69,5,8,4,34,0,13,42,8,1,False
408,Anna Dixon,Toledo,,0.333,0.374,0.404,0.778,37,114,18,38,8,0,0,10,0,8,20,4,0,False
409,Neleigh Herring,Wichita State,,0.333,0.519,0.704,1.223,52,135,46,45,5,0,15,42,12,40,35,1,0,False
410,Lauren Sablone,Princeton,,0.333,0.383,0.542,0.925,46,120,29,40,5,1,6,2,0,11,0,0,0,False
411,Kate Polucha,DePaul,,0.333,0.399,0.589,0.988,43,129,28,43,7,1,8,2,4,10,0,0,0,False
412,Peyton Daugherty,South Dakota State,,0.333,0.367,0.39,0.757,51,141,29,47,2,3,0,5,1,7,14,4,2,False
413,Abbey Tolmie,Central Michigan,,0.333,0.39,0.41,0.8,53,183,39,61,10,2,0,15,4,13,23,4,3,False
414,Brooke Hill-Barrington,BYU,,0.333,0.452,0.431,0.883,39,72,16,24,2,1,1,0,0,18,0,0,0,False
415,Sierra Lange,George Washington,,0.333,0.431,0.512,0.943,53,168,49,56,12,3,4,23,6,25,5,19,3,True
416,Auburn Dupree,Georgia Tech,,0.333,0.387,0.343,0.73,49,102,26,34,1,0,0,10,0,9,14,18,3,False
417,Rebecca Murray,Elon,,0.333,0.397,0.525,0.922,52,162,30,54,13,3,4,24,1,16,10,26,2,False
418,Reese Guevarra,Connecticut,,0.333,0.44,0.447,0.887,53,159,35,53,7,1,3,34,7,24,15,32,3,False
419,Gabby Moser,South Dakota,,0.333,0.381,0.581,0.962,50,117,19,39,15,1,4,26,1,8,22,0,0,False
420,Tatum Villotta,South Dakota,,0.333,0.376,0.4,0.776,53,180,36,60,7,1,1,14,3,10,23,12,3,False
421,Jordyn Pender,South Dakota,,0.333,0.373,0.481,0.854,52,156,25,52,8,0,5,33,1,9,37,0,0,False
422,Sydney Kuma,Georgia,,0.333,0.443,0.661,1.104,60,168,55,56,11,1,14,42,9,25,43,10,3,False
423,Bailey Krolczyk,Southeastern Louisiana,,0.333,0.382,0.464,0.846,55,153,34,51,9,1,3,23,4,8,19,10,0,False
424,Molly Rainey,North Texas,,0.333,0.401,0.587,0.988,53,150,32,50,14,0,8,31,1,20,38,1,1,False
425,Ashley Prange,Alabama,,0.333,0.457,0.62,1.077,55,150,40,50,13,3,8,27,5,31,15,2,0,False
426,Chloe Malauulu,Mississippi State,,0.332,0.422,0.539,0.961,64,193,46,64,12,2,8,25,1,30,26,7,2,False
427,Lucy Mead,Bradley,,0.331,0.391,0.452,0.843,43,124,24,41,7,1,2,13,2,11,32,16,3,False
428,Sierra Pierce,UMBC,,0.331,0.353,0.474,0.827,43,133,16,44,10,0,3,20,1,4,6,12,1,False
429,Jordan Pietrzykoski,Saint Francis (PA),,0.331,0.389,0.41,0.799,52,166,35,55,7,3,0,21,2,15,8,13,2,False
430,Trenity Edwards,San Jose State,,0.331,0.41,0.415,0.825,41,118,14,39,7,0,1,17,2,14,10,3,1,False
431,Maya Nakamura,Hawaii,,0.331,0.453,0.537,0.99,42,121,22,40,7,0,6,25,5,22,15,1,0,False
432,Paige Clark,Tennessee-Martin,,0.331,0.414,0.461,0.875,53,178,44,59,8,3,3,24,10,15,8,27,1,False
433,Brittney Mendoza,Delaware,,0.331,0.405,0.54,0.945,45,139,29,46,12,1,5,33,2,18,14,8,0,False
434,Emily Hott,Baylor,,0.331,0.463,0.446,0.909,46,130,30,43,5,2,2,22,5,28,19,7,2,False
435,Jaiden Fields,Georgia,,0.331,0.418,0.583,1.001,55,151,41,50,4,2,10,37,4,20,42,3,1,False
436,Kiara Mills,Creighton,,0.331,0.427,0.554,0.981,42,121,21,40,3,3,6,27,6,15,21,3,0,False
