player,team,position,batting_average,obp,slugging_percentage,ops,games_played,at_bats,runs,hits,doubles,triples,homeruns,rbi,hit_by_pitch,walks,strikeouts,stolen_bases,caught_stealing
Jaiden Tweed,Presbyterian,,0.298,0.342,0.447,0.789,51,141,21,42,7,1,4,2,3,8,0,0,0
Carley Morfey,Sacramento State,,0.298,0.352,0.506,0.858,55,168,28,50,11,0,8,0,1,13,0,0,0
Faith Shirley,Georgia Southern,,0.298,0.381,0.579,0.96,41,121,17,36,10,0,8,25,2,15,19,2,0
Johneisha Rowe,UCF,,0.297,0.388,0.331,0.719,62,175,35,52,4,1,0,16,3,23,38,23,4
Mekayla Frazier,Charlotte,,0.297,0.333,0.441,0.774,57,145,30,43,11,2,2,16,0,8,23,7,1
Dayna Kennedy,Illinois State,,0.297,0.36,0.683,1.043,40,101,16,30,3,0,12,0,3,7,0,0,0
Alayis Seneca,McNeese,,0.297,0.364,0.343,0.707,56,175,44,52,6,1,0,21,0,19,4,19,2
Lindy Milkowski,Eastern Illinois,,0.297,0.387,0.564,0.951,55,165,19,49,15,1,9,0,1,24,0,0,0
Sophia Recrosio,Canisius,,0.297,0.338,0.391,0.729,47,128,23,38,10,1,0,17,0,8,10,4,2
Madyson Cole,Kent State,,0.297,0.374,0.584,0.958,41,101,18,30,5,0,8,22,5,8,27,2,0
Natalie McLennan,Prairie View,,0.297,0.354,0.351,0.705,43,111,26,33,4,1,0,0,3,9,0,0,0
Amanda Ayala,Tennessee,,0.297,0.409,0.497,0.906,55,165,32,49,12,3,5,30,6,26,24,13,2
Tori Mueller,UMass Lowell,,0.297,0.357,0.344,0.701,48,128,18,38,4,1,0,6,0,12,18,6,2
Cameron Young,East Tennessee State,,0.297,0.345,0.355,0.7,55,155,17,46,9,0,0,8,4,8,19,14,4
Gabriella Jimenez,Utah State,,0.297,0.371,0.623,0.994,55,175,35,52,8,2,15,49,1,20,56,6,2
Kiley Goff,Maryland,,0.297,0.445,0.341,0.786,48,91,25,27,4,0,0,8,6,20,14,13,3
Alexia Torculas,San Diego,,0.297,0.364,0.44,0.804,54,175,32,52,4,3,5,18,4,15,39,8,4
Bailey Curry,Western Kentucky,,0.296,0.407,0.62,1.027,51,142,19,42,10,0,12,48,2,26,17,0,0
Abigail Rickermann,Southeast Missouri State,,0.296,0.382,0.37,0.752,49,108,23,32,2,3,0,2,2,13,0,0,0
Paige Rauch,Villanova,,0.296,0.403,0.542,0.945,56,179,44,53,8,3,10,34,3,29,27,5,0
Anna Lonchar,UMBC,,0.296,0.4,0.541,0.941,41,98,17,29,3,0,7,14,6,11,23,0,0
Kyra Snyder,Long Beach State,,0.296,0.358,0.348,0.706,48,135,17,40,4,0,1,18,3,11,29,0,0
Brooke Rice,Ohio,,0.296,0.409,0.56,0.969,47,125,16,37,9,0,8,26,5,19,47,2,0
Hannah McEwen,Arkansas,,0.296,0.386,0.43,0.816,59,186,45,55,9,2,4,7,10,18,0,0,0
Emmy Blane,Kentucky,,0.296,0.374,0.539,0.913,56,115,17,34,7,0,7,32,0,15,32,0,0
Savanna DesRochers,Kansas,,0.296,0.309,0.521,0.83,53,142,20,42,9,1,7,1,0,4,0,0,0
Carmen Betts,Tennessee Tech,,0.296,0.388,0.438,0.826,54,162,38,48,8,0,5,2,2,23,0,0,0
Maica Ingles,Illinois-Chicago,,0.296,0.396,0.348,0.744,45,135,30,40,3,2,0,9,5,18,14,3,3
Gabby Vaughan,Norfolk State,,0.296,0.363,0.526,0.889,55,152,17,45,13,2,6,36,0,17,14,2,1
Brianna Pinto,Fordham,,0.296,0.343,0.361,0.704,49,169,29,50,6,1,1,10,2,10,47,25,0
Julia York,Southern,,0.296,0.374,0.457,0.831,42,81,12,24,7,0,2,14,2,8,14,3,0
Grace Loftin,UNC Greensboro,,0.296,0.37,0.605,0.975,56,152,24,45,14,0,11,46,4,15,31,1,0
Emilee Buringa,North Dakota State,,0.296,0.415,0.497,0.912,53,159,44,47,9,1,7,37,6,27,35,8,3
Samantha Saloun,Green Bay,,0.296,0.344,0.461,0.805,50,152,19,45,4,0,7,28,1,10,19,2,0
Grace Chelemen,Marshall,,0.296,0.34,0.387,0.727,50,142,24,42,8,1,1,18,0,10,20,8,0
Kylie Norwood,Tulsa,,0.296,0.378,0.434,0.812,49,159,24,47,11,1,3,0,3,18,0,0,0
Cayla Nielsen,Creighton,,0.296,0.358,0.489,0.847,42,135,34,40,10,2,4,17,0,13,28,4,2
Jessie Munson,Oakland,,0.295,0.326,0.326,0.652,43,132,20,39,4,0,0,4,0,6,16,8,3
Erika Bell,Robert Morris,,0.295,0.402,0.479,0.881,50,146,14,43,12,3,3,31,1,26,18,1,0
Kendyl Weinzapfel,Austin Peay,,0.295,0.305,0.358,0.663,53,173,17,51,4,2,1,14,1,2,10,6,3
Lily Garcia,Seattle,,0.295,0.338,0.496,0.834,49,139,16,41,13,3,3,26,2,7,9,1,1
MacKenzie McFeron,Evansville,,0.295,0.378,0.366,0.744,46,112,26,33,2,3,0,9,0,15,17,8,1
Madison Parks,Northern Iowa,,0.295,0.435,0.553,0.988,46,132,32,39,8,1,8,29,1,34,25,18,0
Isabel Gusman,Jackson State,,0.295,0.396,0.475,0.871,46,122,14,36,8,1,4,20,9,12,9,2,0
Kaylah Nelson,Oregon State,,0.295,0.35,0.417,0.767,50,132,8,39,8,1,2,2,5,6,0,0,0
Lily Amos,Cal Poly,,0.295,0.452,0.377,0.829,48,122,13,36,4,0,2,1,10,25,0,0,0
Riley Grunberg,UTSA,,0.295,0.413,0.53,0.943,48,149,29,44,5,0,10,30,1,29,41,1,0
Kamryn Jackson,Duke,,0.295,0.438,0.598,1.036,55,112,38,33,8,1,8,34,10,20,28,11,1
Xzarria Simmons,Howard,,0.295,0.394,0.324,0.718,43,105,25,31,3,0,0,14,1,18,13,4,1
Taylor Pleasants,LSU,,0.295,0.388,0.597,0.985,57,176,39,52,15,1,12,2,6,23,0,0,0
Kayla Harper,North Florida,,0.295,0.399,0.341,0.74,59,173,40,51,2,0,2,18,4,26,32,30,6
Kelsie Ekstrom,UMES,,0.295,0.366,0.396,0.762,50,139,24,41,12,1,0,29,2,16,23,4,0
Keely Clark,Maine,,0.294,0.339,0.376,0.715,42,109,9,32,3,0,2,21,1,7,15,0,0
Brooke Diaz,Louisiana Tech,,0.294,0.388,0.481,0.869,54,160,18,47,9,0,7,39,10,16,23,2,0
Meagan Smith,UT Arlington,,0.294,0.347,0.529,0.876,49,136,13,40,6,1,8,27,2,9,28,0,0
Val Pero,Loyola Marymount,,0.294,0.375,0.413,0.788,45,126,15,37,9,0,2,29,3,14,24,0,0
Brooklynn Brewington,Western Carolina,,0.294,0.368,0.347,0.715,53,170,30,50,5,2,0,15,2,18,35,33,7
Mariyah Sandoval,Southern,,0.294,0.413,0.412,0.825,46,119,11,35,5,0,3,20,6,18,17,3,0
Jaxie Klucewich,Montana,,0.294,0.312,0.301,0.613,47,153,25,45,1,0,0,11,0,4,18,5,1
Lauren Strathearn,Northern Colorado,,0.294,0.301,0.328,0.629,47,119,13,35,0,2,0,0,1,1,0,0,0
Mazie Macfarlane,Utah State,,0.294,0.417,0.401,0.818,56,177,46,52,13,0,2,29,2,36,38,22,2
Taylor McKinney,Troy,,0.294,0.374,0.485,0.859,50,136,18,40,5,0,7,25,3,15,18,2,2
Monique Hoosen,Butler,,0.294,0.423,0.642,1.065,47,109,24,32,6,1,10,25,1,25,34,3,1
Becca Schulte,Houston,,0.294,0.405,0.643,1.048,53,143,40,42,9,1,13,45,1,27,32,9,2
Meghan Sheehan,South Florida,,0.293,0.348,0.384,0.732,59,164,22,48,9,0,2,30,1,14,15,10,3
Allison Heffley,Harvard,,0.293,0.393,0.48,0.873,41,123,15,36,5,3,4,19,2,19,24,3,1
Becky Hurosky,Cleveland State,,0.293,0.355,0.512,0.867,44,123,15,36,9,0,6,1,3,10,0,0,0
Olivia Ulam,Saint Francis (PA),,0.293,0.353,0.443,0.796,55,167,27,49,8,1,5,30,1,16,29,2,0
Lair Beautae,Tennessee,,0.293,0.407,0.467,0.874,56,150,31,44,9,1,5,33,6,24,30,13,1
Ashlee Lykins,Furman,,0.293,0.338,0.309,0.647,55,191,34,56,1,1,0,10,2,11,25,21,1
Kiera Cooper,Kennesaw State,,0.293,0.349,0.481,0.83,49,133,21,39,10,0,5,18,1,11,25,5,3
Michaela Edenfield,Florida State,,0.293,0.439,0.624,1.063,61,157,36,46,4,0,16,2,2,39,0,0,0
Maranda Jimenez,Albany,,0.293,0.306,0.534,0.84,40,116,17,34,7,0,7,24,1,3,16,1,1
Tayven Rousseau,Morgan State,,0.293,0.453,0.504,0.957,45,123,24,36,11,0,5,29,6,30,13,3,0
Emma Bickford,Santa Clara,,0.293,0.331,0.407,0.738,51,150,21,44,12,1,1,4,5,4,0,0,0
Lexi Campbell,Akron,,0.293,0.325,0.387,0.712,48,150,18,44,11,0,1,23,0,7,6,2,0
Faith Jarvis,East Carolina,,0.293,0.376,0.365,0.741,56,167,31,49,6,3,0,10,1,21,54,20,4
Brianna Brown,Pennsylvania,,0.293,0.32,0.319,0.639,38,116,11,34,1,1,0,0,0,5,0,0,0
Brooke Hilliard,Quinnipiac,,0.293,0.374,0.341,0.715,41,123,12,36,4,1,0,13,8,8,10,9,2
Meredith Keel,South Alabama,,0.293,0.317,0.431,0.748,43,116,16,34,3,5,1,1,1,4,0,0,0
Marisa Rubio,Dixie State,,0.292,0.325,0.333,0.658,50,120,17,35,3,1,0,9,0,6,15,7,2
Ashley Meckley,Charleston Southern,,0.292,0.391,0.411,0.802,55,168,44,49,7,2,3,15,2,26,23,20,3
Amanda Desario,Tarleton,,0.292,0.378,0.416,0.794,53,161,41,47,6,1,4,16,3,20,30,4,2
Andrea Lyon,Gardner-Webb,,0.292,0.364,0.496,0.86,44,137,14,40,6,2,6,25,4,12,28,1,0
Maddie Gallagher,South Carolina,,0.292,0.403,0.41,0.813,56,161,35,47,8,4,1,28,7,23,36,5,2
Abbey Latham,Ole Miss,,0.292,0.396,0.532,0.928,53,154,36,45,7,0,10,46,6,21,35,16,1
Emily Carroll,Sacred Heart,,0.292,0.316,0.354,0.67,55,161,15,47,5,1,1,3,1,6,0,0,0
Sydney Yoder,East Carolina,,0.292,0.353,0.467,0.82,51,120,23,35,3,3,4,31,2,10,27,4,0
Megan Bloodworth,Alabama,,0.292,0.395,0.566,0.961,49,106,14,31,6,1,7,30,8,12,22,1,1
Ari Castillo,Rhode Island,,0.292,0.355,0.496,0.851,45,137,18,40,10,0,6,29,0,14,13,5,0
Weslin Jones,Charleston Southern,,0.291,0.367,0.371,0.738,55,151,19,44,6,3,0,10,1,17,32,3,3
Aniya Spangler,Prairie View,,0.291,0.333,0.443,0.776,38,79,14,23,3,0,3,3,0,8,0,0,0
Haley Fox,Stetson,,0.291,0.328,0.316,0.644,49,117,10,34,3,0,0,6,2,5,25,13,2
Alexa Cepeda,Portland State,,0.291,0.371,0.33,0.701,42,103,19,30,4,0,0,15,5,8,26,1,0
Sarah Coon,Virginia,,0.291,0.434,0.523,0.957,54,151,34,44,11,0,8,2,12,26,0,0,0
Jessica Chilcott,Iona,,0.291,0.386,0.53,0.916,47,151,23,44,6,0,10,31,5,19,42,8,5
Stavi Augur,Monmouth,,0.291,0.361,0.417,0.778,49,151,20,44,10,0,3,21,5,12,12,4,1
Hannah Webb,Bellarmine,,0.291,0.315,0.417,0.732,51,151,13,44,13,0,2,17,2,5,15,0,0
Peyton Glatter,Nebraska,,0.291,0.406,0.463,0.869,53,134,17,39,11,0,4,24,7,19,21,1,1
Aliya Belarde,Utah,,0.291,0.337,0.325,0.662,52,151,34,44,2,0,1,8,1,10,21,8,4
Amanda Carden,Houston,,0.291,0.317,0.348,0.665,48,158,20,46,7,1,0,16,1,5,25,6,4
Skyler Sethman,Idaho State,,0.291,0.345,0.427,0.772,50,117,25,34,8,1,2,0,4,10,0,0,0
Amaia Daniel,Ball State,,0.291,0.371,0.392,0.763,52,158,22,46,5,1,3,31,4,16,17,4,1
Vicki Viaclovsky,Rhode Island,,0.291,0.333,0.359,0.692,39,103,7,30,4,0,1,13,1,6,16,0,0
Abby Knight,Illinois State,,0.29,0.359,0.435,0.794,49,131,23,38,7,0,4,3,3,11,0,0,0
Mia Rushton,Weber State,,0.29,0.344,0.359,0.703,50,145,38,42,6,2,0,16,0,13,36,8,0
McKinney Emily,Cornell,,0.29,0.397,0.449,0.846,39,107,15,31,7,2,2,25,5,16,12,0,0
Ashley Rico,San Jose State,,0.29,0.309,0.428,0.737,47,145,20,42,8,0,4,19,0,4,24,2,0
Emma Osmundson,South Dakota State,,0.29,0.365,0.379,0.744,53,169,27,49,10,1,1,17,3,17,28,1,0
Andrea Sarhatt,East Tennessee State,,0.29,0.343,0.377,0.72,55,162,21,47,6,4,0,15,2,12,30,18,4
Gisele Tapia,Duke,,0.29,0.358,0.477,0.835,48,107,16,31,6,1,4,22,1,11,22,2,0
Peyton Moeder,Valparaiso,,0.29,0.344,0.31,0.654,47,145,26,42,3,0,0,0,4,10,0,0,0
Danielle Serna,Colorado State,,0.29,0.367,0.493,0.86,46,138,12,40,10,0,6,27,4,14,26,0,0
Brianna Evans,Oklahoma State,,0.29,0.371,0.351,0.722,52,131,33,38,2,0,2,12,1,17,19,14,2
Olivia Moon,St. Bonaventure,,0.29,0.318,0.379,0.697,44,124,3,36,8,0,1,2,0,5,0,0,0
Kara Gunter,Dayton,,0.289,0.326,0.494,0.82,39,83,17,24,6,1,3,13,0,5,4,9,2
Kelsey Brown,Virginia Tech,,0.289,0.317,0.388,0.705,52,121,21,35,1,4,1,12,1,4,10,13,3
Katelin Cooper,Louisiana Tech,,0.289,0.435,0.447,0.882,57,159,33,46,9,5,2,26,13,28,39,13,1
Audrie LaValley,Arkansas,,0.289,0.418,0.43,0.848,51,114,23,33,4,0,4,2,4,24,0,0,0
Ali Blanchard,Princeton,,0.289,0.333,0.378,0.711,37,90,6,26,3,1,1,2,0,6,0,0,0
Rachel Marsden,Saint Francis (PA),,0.289,0.365,0.61,0.975,54,159,34,46,10,1,13,35,8,12,28,3,0
Leah Boggs,Virginia,,0.289,0.326,0.472,0.798,53,159,23,46,13,2,4,3,2,8,0,0,0
Pamela Richardson,Texas Southern,,0.289,0.326,0.311,0.637,36,90,18,26,2,0,0,6,0,5,11,7,0
Taryn Peru,Detroit Mercy,,0.289,0.352,0.421,0.773,42,114,11,33,3,0,4,1,2,10,0,0,0
Jocylyn Vidal,San Jose State,,0.289,0.396,0.406,0.802,47,128,21,37,7,1,2,19,5,19,22,0,0
Karizma Bergesen,San Jose State,,0.289,0.35,0.547,0.897,46,128,18,37,6,0,9,24,7,5,37,0,0
Kaileigh Holland,Northern Colorado,,0.289,0.363,0.396,0.759,52,159,21,46,5,0,4,2,1,19,0,0,0
Brianna Rodriguez,Brown,,0.289,0.365,0.461,0.826,31,76,11,22,6,2,1,14,1,8,18,5,0
Jenna Lord,Alabama,,0.289,0.387,0.422,0.809,45,90,11,26,6,0,2,19,2,13,7,2,1
Morgan Hess,Idaho State,,0.289,0.372,0.398,0.77,49,128,16,37,4,2,2,1,2,16,0,0,0
Caitie Ladd,Michigan State,,0.289,0.329,0.355,0.684,52,152,22,44,7,0,1,15,1,9,28,12,3
Korbe Otis,Louisville,,0.289,0.333,0.476,0.809,52,166,31,48,10,3,5,30,0,11,14,6,3
Aaliyah White,South Carolina,,0.288,0.325,0.324,0.649,44,111,17,32,0,2,0,10,2,4,25,10,2
Alondra Mejia,Sacramento State,,0.288,0.362,0.404,0.766,49,146,19,42,6,1,3,1,2,15,0,0,0
Aubrie Shore,Southeast Missouri State,,0.288,0.373,0.59,0.963,53,139,23,40,13,1,9,3,0,19,0,0,0
Grace French,Bradley,,0.288,0.381,0.513,0.894,52,156,34,45,10,2,7,32,9,15,24,5,0
Tai Wilson,Seattle,,0.288,0.366,0.359,0.725,56,170,34,49,4,4,0,7,5,16,39,6,1
Abigail Knight,Boston College,,0.288,0.348,0.353,0.701,47,139,20,40,7,1,0,5,3,11,16,7,0
Karsen ORourke,Lehigh,,0.288,0.296,0.353,0.649,52,156,21,45,1,3,1,28,0,3,12,4,3
Rachael Petrarca,Providence,,0.288,0.367,0.515,0.882,44,132,20,38,5,2,7,23,5,12,21,2,1
Ashlyn Anderson,Kansas,,0.288,0.379,0.565,0.944,55,170,36,49,15,1,10,0,1,25,0,0,0
Payton Lincavage,Rutgers,,0.288,0.393,0.472,0.865,55,163,39,47,7,4,5,22,9,19,18,9,1
Macee Barnes,Grand Canyon,,0.288,0.35,0.416,0.766,54,125,24,36,5,1,3,21,0,12,24,9,2
Lindsey Culver,South Dakota State,,0.288,0.35,0.546,0.896,53,163,41,47,13,1,9,35,5,11,29,2,1
Lynnsie Elam,Oklahoma,,0.288,0.339,0.695,1.034,58,118,25,34,6,0,14,1,3,6,0,0,0
Vanessa Carrizosa,Coppin State,,0.288,0.371,0.386,0.757,45,132,18,38,9,2,0,19,1,17,17,3,0
Trinity Cannon,Texas A&M,,0.288,0.418,0.494,0.912,59,160,32,46,9,0,8,42,10,28,30,4,1
Kaylee Escutia,Cal State Northridge,,0.288,0.366,0.381,0.747,46,118,22,34,6,1,1,13,2,13,26,0,0
Payge Suggs,Massachusetts,,0.288,0.411,0.322,0.733,42,118,27,34,2,1,0,0,3,23,0,0,0
HannahJo Mills,BYU,,0.288,0.411,0.432,0.843,51,118,33,34,10,2,1,0,10,16,0,0,0
Corrie Phillips,Pennsylvania,,0.288,0.374,0.363,0.737,33,80,13,23,3,0,1,0,0,11,0,0,0
Emma Rosonke,Creighton,,0.288,0.336,0.595,0.931,40,111,14,32,7,0,9,43,1,9,36,1,0
Courtney Callahan,Michigan State,,0.288,0.397,0.424,0.821,52,125,23,36,9,1,2,17,2,22,24,13,4
Megan Fortner,Jacksonville State,,0.287,0.326,0.545,0.871,54,167,25,48,17,1,8,33,1,9,21,0,0
Alesia Denby,Fresno State,,0.287,0.37,0.54,0.91,55,150,29,43,11,0,9,32,6,15,31,8,0
Jayme Bailey,Virginia Tech,,0.287,0.325,0.503,0.828,54,157,32,45,12,2,6,28,2,8,25,5,0
Chloey Morgan,Alcorn State,,0.287,0.366,0.357,0.723,41,129,22,37,7,1,0,11,2,14,16,12,3
Carley Nance,Seattle,,0.287,0.403,0.624,1.027,56,157,27,45,8,0,15,58,3,29,32,0,0
Zaida Puni,Tennessee,,0.287,0.356,0.591,0.947,58,181,28,52,11,1,14,53,6,15,36,1,0
Cammy Pereira,Clemson,,0.287,0.361,0.431,0.792,59,181,35,52,7,2,5,27,8,13,38,1,4
Alia Logoleo,Clemson,,0.287,0.352,0.585,0.937,59,164,31,47,4,0,15,46,3,14,28,2,2
Morgan Rios,UT Arlington,,0.287,0.392,0.454,0.846,43,108,8,31,3,0,5,26,1,19,29,0,1
Lily Potter,Norfolk State,,0.287,0.416,0.407,0.823,55,150,47,43,10,4,0,19,10,24,14,16,2
Noellah Ramos,Cal Poly,,0.287,0.349,0.383,0.732,40,115,18,33,1,5,0,1,8,10,0,0,0
Rachel Hubertus,Fordham,,0.287,0.346,0.62,0.966,52,171,23,49,3,0,18,44,1,15,18,1,0
Asia Thomas,Morgan State,,0.287,0.454,0.443,0.897,44,122,42,35,6,2,3,17,7,32,14,19,2
Maria Moccio,UMass Lowell,,0.287,0.344,0.404,0.748,48,136,12,39,10,0,2,27,3,10,16,1,0
Jin Sileo,Georgia Tech,,0.287,0.386,0.36,0.746,56,150,37,43,9,1,0,23,2,23,26,18,3
Sammy Needham,Santa Clara,,0.287,0.372,0.388,0.76,49,129,11,37,6,2,1,1,6,15,0,0,0
Jordan Gontram,UNC Greensboro,,0.287,0.356,0.665,1.021,57,167,25,48,6,0,19,51,3,16,31,0,0
Jenna Johnson,Alabama,,0.287,0.373,0.449,0.822,53,136,27,39,5,1,5,24,3,17,19,12,4
Haley Strang,St. Bonaventure,,0.287,0.331,0.398,0.729,37,108,15,31,4,1,2,0,1,7,0,0,0
Caroline Baratta,Marist,,0.287,0.358,0.517,0.875,55,174,40,50,10,0,10,38,1,18,18,12,1
Lindsey Smith,UAB,,0.286,0.338,0.474,0.812,49,133,27,38,11,1,4,21,3,9,16,1,2
Ami Ill,Western Illinois,,0.286,0.349,0.331,0.68,45,133,15,38,0,3,0,1,2,11,0,0,0
Megan Burton,Eastern Illinois,,0.286,0.36,0.492,0.852,55,189,42,54,12,0,9,1,5,18,0,0,0
Nicole Kidwiler,Towson,,0.286,0.406,0.389,0.795,45,126,23,36,3,2,2,8,3,24,18,12,0
Sydney Bajusz,Cleveland State,,0.286,0.339,0.398,0.737,38,98,15,28,6,1,1,0,2,7,0,0,0
Jenna Wike,Merrimack,,0.286,0.359,0.437,0.796,42,126,13,36,10,0,3,26,6,9,10,2,0
Hailey Prahm,Cal Poly,,0.286,0.333,0.429,0.762,37,91,7,26,10,0,1,0,1,7,0,0,0
Taylor Greene,North Carolina,,0.286,0.412,0.571,0.983,51,133,16,38,12,1,8,32,9,21,26,0,0
Sam Sack,NC State,,0.286,0.42,0.571,0.991,46,112,16,32,2,0,10,29,10,18,24,1,0
Maggie Greco,George Washington,,0.286,0.368,0.376,0.744,50,133,27,38,5,2,1,18,2,16,29,4,1
Avianna Peterson,Coppin State,,0.286,0.403,0.388,0.791,43,98,18,28,7,0,1,10,2,18,17,4,3
Samantha Lagrama,UNC Greensboro,,0.286,0.401,0.597,0.998,48,119,18,34,4,0,11,31,0,23,22,0,0
Claire McCann,Holy Cross,,0.286,0.326,0.338,0.664,49,133,5,38,4,0,1,18,0,9,12,0,0
Paige Hulsey,Houston,,0.286,0.387,0.33,0.717,43,91,18,26,4,0,0,5,2,13,15,13,1
Vanessa Miller,Louisville,,0.286,0.359,0.505,0.864,43,105,22,30,4,2,5,16,3,9,29,5,1
Micaela Macario,UCF,,0.286,0.375,0.347,0.722,61,147,31,42,5,2,0,27,0,21,20,19,1
Josie Foreman,South Florida,,0.285,0.359,0.504,0.863,53,137,17,39,6,0,8,29,4,12,17,1,0
Melise Gossen,Nicholls State,,0.285,0.367,0.431,0.798,50,144,13,41,15,0,2,16,3,17,24,3,1
Lindsey Walljasper,Charlotte,,0.285,0.429,0.48,0.909,54,123,21,35,9,0,5,23,9,22,12,1,0
Kelly Breen,Syracuse,,0.285,0.319,0.49,0.809,47,151,16,43,10,0,7,29,5,3,30,1,0
Paige Stringer,Central Connecticut,,0.285,0.368,0.5,0.868,49,144,21,41,10,0,7,0,0,19,0,0,0
Sydney Hoyt,Texas A&M-Corpus Christi,,0.285,0.447,0.377,0.824,49,130,22,37,6,0,2,26,0,39,30,3,0
Lindsey Garcia,Auburn,,0.285,0.328,0.525,0.853,56,158,29,45,8,3,8,32,2,11,15,10,4
Jessie Blaine,Auburn,,0.285,0.393,0.547,0.94,54,137,27,39,5,2,9,37,0,25,21,3,2
Sydney Collazos,Baylor,,0.285,0.357,0.358,0.715,52,151,12,43,5,0,2,22,5,12,12,1,0
Savana Sikes,Georgia,,0.285,0.363,0.411,0.774,57,158,33,45,12,1,2,17,4,17,12,6,0
Jessica Mabrey,Michigan State,,0.285,0.414,0.45,0.864,52,151,27,43,8,1,5,18,6,28,18,6,3
Justene Molina,UCF,,0.284,0.406,0.426,0.832,59,141,30,40,7,2,3,28,2,27,14,8,2
Jaelyn Baker,Delaware State,,0.284,0.336,0.402,0.738,36,102,9,29,0,0,4,14,4,4,14,3,0
Sarah Hudson,St. Thomas,,0.284,0.355,0.419,0.774,50,148,21,42,6,1,4,24,0,17,19,1,0
Maddie Bowlds,Western Kentucky,,0.284,0.378,0.447,0.825,51,141,23,40,11,0,4,27,0,22,13,2,1
Lauren Taylor,Longwood,,0.284,0.402,0.425,0.827,57,134,20,38,4,0,5,20,4,24,30,14,2
Penelope Russ,Wagner,,0.284,0.346,0.336,0.682,43,116,6,33,6,0,0,7,2,9,14,0,0
Hannah Cady,Northwestern,,0.284,0.354,0.515,0.869,58,169,29,48,7,1,10,39,11,9,36,2,0
McKell McCuistion,Weber State,,0.284,0.373,0.553,0.926,50,141,25,40,8,0,10,41,6,16,23,2,1
Nicole Amodio,Boston University,,0.284,0.414,0.493,0.907,57,148,22,42,7,0,8,45,14,21,40,3,0
Kayla Bock,Rutgers,,0.284,0.37,0.474,0.844,44,95,8,27,6,0,4,20,6,7,16,0,0
Daryn Haslam,Texas Southern,,0.284,0.415,0.404,0.819,43,109,13,31,4,0,3,30,0,25,19,1,0
Macy McCall,Winthrop,,0.284,0.386,0.414,0.8,55,169,38,48,10,0,4,17,1,27,40,23,9
Jadyn Erickson,UT Arlington,,0.284,0.395,0.303,0.698,47,109,23,31,2,0,0,4,1,19,17,9,0
Paige Knight,New Mexico State,,0.284,0.351,0.455,0.806,49,134,17,38,2,0,7,25,3,12,13,0,2
Emma Barnes,Belmont,,0.284,0.339,0.31,0.649,44,116,19,33,1,1,0,2,0,10,0,0,0
Courtney Wallace,Nebraska,,0.284,0.34,0.379,0.719,47,95,17,27,4,1,1,8,0,8,13,4,1
Sophie Mooney,Georgia State,,0.284,0.348,0.446,0.794,53,148,24,42,12,0,4,1,6,9,0,0,0
Ali Newland,LSU,,0.284,0.341,0.491,0.832,55,169,26,48,12,1,7,0,4,11,0,0,0
Laynee Betancur,Utah Valley,,0.284,0.328,0.321,0.649,48,109,20,31,2,1,0,11,0,8,16,2,2
Abbey Jacobsen,Loyola-Chicago,,0.284,0.331,0.405,0.736,46,116,8,33,8,0,2,0,2,8,0,0,0
Bailley Concatto,SIU Edwardsville,,0.284,0.342,0.397,0.739,47,141,18,40,7,0,3,16,0,13,8,1,0
Melina Livingston,Michigan,,0.284,0.372,0.448,0.82,49,116,25,33,7,0,4,27,10,8,17,1,0
DaNijah Wade,Alabama A&M,,0.283,0.302,0.31,0.612,39,113,19,32,1,1,0,9,2,1,12,14,5
Elena Gonzalez,Rider,,0.283,0.308,0.454,0.762,50,152,27,43,12,1,4,34,0,6,20,2,1
Alexis Arredondo,Jackson State,,0.283,0.371,0.386,0.757,51,145,14,41,8,2,1,16,6,15,24,2,2
Serena Huchingson,Boise State,,0.283,0.372,0.509,0.881,44,106,32,30,5,2,5,20,5,10,23,3,0
Bridgette Gilliano,Mount St. Marys,,0.283,0.333,0.414,0.747,48,152,31,43,6,1,4,25,3,9,18,39,1
Melissa Paz,Morgan State,,0.283,0.391,0.434,0.825,46,113,9,32,11,0,2,34,2,20,13,0,1
Roxsanna Segura,Southern,,0.283,0.39,0.394,0.784,49,99,15,28,6,1,1,17,2,16,21,8,4
Taudrea Sinnie,East Carolina,,0.283,0.339,0.345,0.684,52,113,19,32,7,0,0,4,0,10,14,11,2
Amani Bradley,California,,0.283,0.336,0.391,0.727,55,138,21,39,6,3,1,20,2,10,18,4,2
Kami Kortokrax,Ohio State,,0.283,0.331,0.324,0.655,53,145,11,41,4,1,0,3,0,11,0,0,0
Jenna Servi,Louisville,,0.283,0.338,0.333,0.671,52,120,25,34,2,2,0,12,2,8,12,4,1
Alex Massie,Alabama State,,0.282,0.313,0.355,0.668,47,124,5,35,7,1,0,11,3,3,8,1,0
Jolie Readeaux,UAB,,0.282,0.361,0.369,0.73,47,103,11,29,4,1,1,19,8,6,9,0,0
Alex Casas,Saint Mary's,,0.282,0.326,0.351,0.677,47,131,15,37,3,3,0,16,3,6,13,4,2
Katie Greep,Kennesaw State,,0.282,0.309,0.371,0.68,51,170,24,48,10,1,1,21,1,6,23,4,0
Riley Carley,New Mexico State,,0.282,0.35,0.524,0.874,47,124,15,35,3,0,9,26,2,11,33,0,0
Kendyll Bailey,Missouri,,0.282,0.347,0.508,0.855,60,181,16,51,8,0,11,33,1,18,23,1,0
